notice_title,notice_type,project_code,publish_time,admin_region,buyer_name,buyer_address,buyer_contact,agent_name,agent_address,agent_contact,contact_name,contact_tel,attach_file_names,attach_json,notice_url,crawl_time,content_text,industry,bid_deadline,source,purchase_method,budget,budget_source,terminate_reason,change_item,win_total_amount,win_detail_json,judge_experts,agent_service_fee,win_supplier,proposed_supplier,single_source_reason,publicity_period,open_bid_time
中国人民银行吉林省分行慰问品配送服务采购项目更正公告,变更公告,GMGITC-JL-260812,2026年09月09日 15:45,吉林省,中国人民银行吉林省分行,长春市朝阳区新民大街1027号,宋女士、0431-88572107,国义招标股份有限公司,长春市朝阳区富强街399号,吴思远、0431-80531173,吴思远,0431-80531173,,,https://www.ccgp.gov.cn/cggg/zygg/gzgg/202609/t20260909_27295869.htm,2026-09-10 09:45:24,一、项目基本情况 原公告的采购项目编号：GMGITC-JL-260812 原公告的采购项目名称：中国人民银行吉林省分行慰问品配送服务采购项目成交公告 首次公告日期：2026年09月08日 二、更正信息 更正事项：采购结果 更正内容： 中标（成交）信息供应商名称：长春市厚德电子设备有限公司供应商地址：长春市绿园区城西镇四间村四间房屯包组或产品名称：无折扣率(%)：76.0000000 更正日期：2026年09月09日 三、其他补充事宜 四、凡对本次公告内容提出询问，请按以下方式联系。 1.采购人信息 名 称：中国人民银行吉林省分行 地址：长春市朝阳区新民大街1027号 联系方式：宋女士、0431-88572107 2.采购代理机构信息 名 称：国义招标股份有限公司 地 址：长春市朝阳区富强街399号 联系方式：吴思远、0431-80531173 3.项目联系方式 项目联系人：吴思远 电 话： 0431-80531173,设备购置,,中国政府采购网,,,default,,采购结果,,,,,,,,,
国家税务总局北京市税务局2026-2027年安保服务项目更正公告,变更公告,BJSW-YF260901,2026年09月09日 15:39,北京市,国家税务总局北京市税务局,北京市海淀区苏州街36号,刘老师，010-88376262,北京汇诚金桥国际招标咨询有限公司,北京市东城区朝内大街南竹杆胡同6号北京INN3号楼9层,赵一鸣、王秋凌 010-65699122、65173825、65244483,赵一鸣、王秋凌,010-65699122、65173825、65244483,项目更正公告9.9.doc,"[{""attach_name"": ""项目更正公告9.9.doc"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=D6664403F6EFC4E1E3D9EE0073BB1A""}]",https://www.ccgp.gov.cn/cggg/zygg/gzgg/202609/t20260909_27295762.htm,2026-09-10 09:45:25,一、项目基本情况 原公告的采购项目编号：BJSW-YF260901 原公告的采购项目名称：国家税务总局北京市税务局2026-2027年安保服务项目 首次公告日期：2026年09月02日 二、更正信息 更正事项：采购文件 更正内容： 一、对招标文件进行更正：招标文件P7页“8采购标的对应的中小企业划分标准所属行业”由“（十六）其他未列明行业”更正为“（十五）租赁和商务服务业”，与招标文件P87页“9.2所属行业”所述相关内容保持一致。注：招标文件中涉及上述要求的条款均做相应调整，其余条款按原招标文件规定的内容执行。 更正日期：2026年09月09日 三、其他补充事宜 无 四、凡对本次公告内容提出询问，请按以下方式联系。 1.采购人信息 名 称：国家税务总局北京市税务局 地址：北京市海淀区苏州街36号 联系方式：刘老师，010-88376262 2.采购代理机构信息 名 称：北京汇诚金桥国际招标咨询有限公司 地 址：北京市东城区朝内大街南竹杆胡同6号北京INN3号楼9层 联系方式：赵一鸣、王秋凌 010-65699122、65173825、65244483 3.项目联系方式 项目联系人：赵一鸣、王秋凌 电 话： 010-65699122、65173825、65244483,服务外包,,中国政府采购网,,,default,,采购文件,,,,,,,,,
中国地质科学院地质力学研究所超深孔地应力测量与监测系统研发配套组件采购项目更正公告,变更公告,2641STC43406,2026年09月09日 15:31,海淀区,中国地质科学院地质力学研究所,北京市海淀区民族大学南路11号,010-88815501,中钢招标有限责任公司,北京市海淀区海淀大街8号中钢国际广场16层,010-62688251,杨绍帅、刘思琪、李炳勋、梁爽,010-62686515,,,https://www.ccgp.gov.cn/cggg/zygg/gzgg/202609/t20260909_27295576.htm,2026-09-10 09:45:25,一、项目基本情况 原公告的采购项目编号：2641STC43406 原公告的采购项目名称：超深孔地应力测量与监测系统研发 配套组件采购项目 首次公告日期：2026年09月02日 二、更正信息 更正事项：采购公告 更正内容： 获取招标文件时间变更为：2026年9月2日至2026年9月16日，每天上午9:00至12:00，下午12:00至17:00（北京时间，法定节假日除外）。招标文件其他内容不变。 更正日期：2026年09月09日 三、其他补充事宜 四、凡对本次公告内容提出询问，请按以下方式联系。 1.采购人信息 名 称：中国地质科学院地质力学研究所 地址：北京市海淀区民族大学南路11号 联系方式：010-88815501 2.采购代理机构信息 名 称：中钢招标有限责任公司 地 址：北京市海淀区海淀大街8号中钢国际广场16层 联系方式：010-62688251 3.项目联系方式 项目联系人：杨绍帅、刘思琪、李炳勋、梁爽、董虓鸣、陈俊、尹皓 电 话： 010-62686515、liusq@sstc20.com,教育培训,,中国政府采购网,,,default,,采购公告,,,,,,,,,
中华人民共和国东莞海事局东莞海事局购买服务项目（2026年10月至2027年9月）更正公告（第二次）,变更公告,,2026年09月09日 15:29,东莞市,中华人民共和国东莞海事局,东莞市沙田镇港口大道虎门港服务大楼五楼东莞海事局党群工作部,0769-82793127,广东计安招标采购有限公司,佛山市禅城区澜石(国际）金属交易中心第9座二楼25-27号,"张小姐  ,0757-82615983",杨先生,0769-82793127,,,https://www.ccgp.gov.cn/cggg/zygg/gzgg/202609/t20260909_27295533.htm,2026-09-10 09:45:26,"一、项目基本情况 原公告的采购项目编号： 原公告的采购项目名称：东莞海事局购买服务项目（2026年10月至2027年9月） 首次公告日期：2026年08月19日 二、更正信息 更正事项：采购公告 更正内容： 1、原《采购公告》中：项目概况东莞海事局购买服务项目（2026年10月至2027年9月） 招标项目的潜在投标人应在佛山市禅城区澜石(国际）金属交易中心第9座二楼25-27号获取招标文件，并于2026年09月10日 10点00分（北京时间）前递交投标文件。现更改为：项目概况东莞海事局购买服务项目（2026年10月至2027年9月） 招标项目的潜在投标人应在佛山市禅城区澜石(国际）金属交易中心第9座二楼25-27号获取招标文件，并于2026年09月17日 10点00分（北京时间）前递交投标文件。 2、原《采购公告》中：四、提交投标文件截止时间、开标时间和地点提交投标文件截止时间：2026年09月10日 10点00分（北京时间）开标时间：2026年09月10日 10点00分（北京时间）地点：广州市海珠区新港东路2519号大院33号楼一楼会议室 现更改为：四、提交投标文件截止时间、开标时间和地点提交投标文件截止时间：2026年09月17日 10点00分（北京时间）开标时间：2026年09月17日 10点00分（北京时间）地点：广州市海珠区新港东路2519号大院33号楼一楼会议室 更正日期：2026年09月09日 三、其他补充事宜 无 四、凡对本次公告内容提出询问，请按以下方式联系。 1.采购人信息 名 称：中华人民共和国东莞海事局 地址：东莞市沙田镇港口大道虎门港服务大楼五楼东莞海事局党群工作部 联系方式：0769-82793127 2.采购代理机构信息 名 称：广东计安招标采购有限公司 地 址：佛山市禅城区澜石(国际）金属交易中心第9座二楼25-27号 联系方式：张小姐 ,0757-82615983 3.项目联系方式 项目联系人：杨先生 电 话： 0769-82793127",其他,2026-09-10 10:00,中国政府采购网,,,default,,采购公告,,,,,,,,,
中国疾病预防控制中心环境与健康相关产品安全所DNA甲基化芯片检测服务采购项目更正公告,变更公告,2026NIEH034,2026年09月09日 15:20,朝阳区,中国疾病预防控制中心环境与健康相关产品安全所,北京市朝阳区潘家园南里7号,王政凯  50930202,详见公告正文,详见公告正文,详见公告正文,张曾航,50930241,,,https://www.ccgp.gov.cn/cggg/zygg/gzgg/202609/t20260909_27295965.htm,2026-09-10 09:45:27,一、项目基本情况 原公告的采购项目编号：2026NIEH034 原公告的采购项目名称：中国疾病预防控制中心环境与健康相关产品安全所DNA甲基化芯片检测服务采购项目竞争性磋商 首次公告日期：2026年09月07日 二、更正信息 更正事项：采购文件 更正内容： 更正内容：1.采购文件“四、（六）、具备《医疗机构执业许可证》”取消。2.本项目开标及评审日期变更为：2026年9月21日上午9:30；递交确认函和响应文件截至日期变更为2026年9月20日。 更正日期：2026年09月09日 三、其他补充事宜 四、凡对本次公告内容提出询问，请按以下方式联系。 1.采购人信息 名 称：中国疾病预防控制中心环境与健康相关产品安全所 地址：北京市朝阳区潘家园南里7号 联系方式：王政凯 50930202 2.项目联系方式 项目联系人：张曾航 电 话： 50930241,科研检测,,中国政府采购网,,,default,,采购文件,,,,,,,,,
暨南大学石牌校区科学馆一楼接待室项目更正公告,变更公告,0809-2640GZX24065,2026年09月09日 14:54,天河区,暨南大学,广州市天河区黄埔大道西601号,李老师，020-85223022,广东华伦招标有限公司,广州市越秀区广仁路1号广仁大厦7楼,麦工，020-83172166-843,麦工,020-83172166-843,暨南大学石牌校区科学馆一楼接待室项目询比文件（发布稿）.pdf,"[{""attach_name"": ""暨南大学石牌校区科学馆一楼接待室项目询比文件（发布稿）.pdf"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=EF81540E57FBB348657BBD053836ED""}]",https://www.ccgp.gov.cn/cggg/zygg/gzgg/202609/t20260909_27294999.htm,2026-09-10 09:45:27,一、项目基本情况 原公告的采购项目编号：0809-2640GZX24065 原公告的采购项目名称：暨南大学石牌校区科学馆一楼接待室项目询比公告 首次公告日期：2026年09月03日 二、更正信息 更正事项：采购文件 更正内容： 1、原询比公告和询比文件：安全生产措施费22680.89元，暂列金额66017.40元；修改为：安全生产措施费22692.57元，暂列金额66015.19元；以公布的工程量清单为准。2、询比公告及询比文件其他内容不变，有不一致的地方，以本更正公告为准。  更正日期：2026年09月09日 三、其他补充事宜 / 四、凡对本次公告内容提出询问，请按以下方式联系。 1.采购人信息 名 称：暨南大学 地址：广州市天河区黄埔大道西601号 联系方式：李老师，020-85223022 2.采购代理机构信息 名 称：广东华伦招标有限公司 地 址：广州市越秀区广仁路1号广仁大厦7楼 联系方式：麦工，020-83172166-843 3.项目联系方式 项目联系人：麦工 电 话： 020-83172166-843,教育培训,,中国政府采购网,,,default,,采购文件,,,,,,,,,
中山大学孙逸仙纪念医院采购监护仪项目延期公告,变更公告,CLF0126GZ06ZC59,2026年09月09日 14:37,广州市,中山大学孙逸仙纪念医院,广州市沿江西路107号,林老师 020-81338035,采联国际招标采购集团有限公司,广东省广州市越秀区环市东路472号粤海大厦7、23楼,020-87651688-171/705,,020-87651688-171,,,https://www.ccgp.gov.cn/cggg/zygg/gzgg/202609/t20260909_27294794.htm,2026-09-10 09:45:28,一、项目基本情况 原公告的采购项目编号：CLF0126GZ06ZC59 原公告的采购项目名称：中山大学孙逸仙纪念医院采购监护仪项目 首次公告日期：2026年08月24日 二、更正信息 更正事项：采购公告 更正内容：  （1） 原采购公告“中山大学孙逸仙纪念医院采购监护仪项目招标项目的潜在投标人应在广东省广州市越秀区环市东路472号粤海大厦7楼获取招标文件，并于2026年09月15日10点00分（北京时间）前递交投标文件。”延长至“中山大学孙逸仙纪念医院采购监护仪项目招标项目的潜在投标人应在广东省广州市越秀区环市东路472号粤海大厦7楼获取招标文件，并于2026年09月20日10点00分（北京时间）前递交投标文件。”（2） 原采购公告“四、提交投标文件截止时间、开标时间和地点：提交投标文件截止时间：2026年09月15日10点00分（北京时间）开标时间：2026年09月15日10点00分（北京时间）”，延长至“四、提交投标文件截止时间、开标时间和地点：提交投标文件截止时间：2026年09月20日10点00分（北京时间）开标时间：2026年09月20日10点00分（北京时间）”。 更正日期：2026年09月09日 三、其他补充事宜 采购文件如涉及上述内容的亦作相应修改，其他内容不变。 四、凡对本次公告内容提出询问，请按以下方式联系。 1.采购人信息 名 称：中山大学孙逸仙纪念医院 地址：广州市沿江西路107号 联系方式：林老师 020-81338035 2.采购代理机构信息 名 称：采联国际招标采购集团有限公司 地 址：广东省广州市越秀区环市东路472号粤海大厦7、23楼 联系方式：020-87651688-171/705 3.项目联系方式 项目联系人：（采购代理机构）郭女士/李女士；（采购人）林老师 电 话： 020-87651688-171/705；020-81338035,医疗卫生,2026-09-15 10:00,中国政府采购网,,,default,,采购公告,,,,,,,,,
天津大学医院西药和成药配送服务项目（第二次）更正公告,变更公告,TDQT202600057,2026年09月09日 14:29,天津市,天津大学,天津市南开区卫津路92号,孔老师、李老师022-27407559（招标办）,中招国际招标有限公司,中招国际招标有限公司（天津市河西区泰山路6号北门（光电生活区北门）17#楼二层A座）,王擎、陈琛、董辉、马静、傅秋玲、张虓宇、赵玉亭 022-28224220,王擎、陈琛、董辉、马静、傅秋玲,022-28224220,,,https://www.ccgp.gov.cn/cggg/zygg/gzgg/202609/t20260909_27294712.htm,2026-09-10 09:45:29,一、项目基本情况 原公告的采购项目编号：TDQT202600057 原公告的采购项目名称：天津大学医院西药和成药配送服务项目（第二次） 首次公告日期：2026年08月12日 二、更正信息 更正事项：采购文件 更正内容： 1.投标文件递交截止时间及开标时间更正为：2026年09月22日 13：302.除以上更正内容外，招标文件其他部分不变。投标文件中涉及原开标时间的相关内容，不做否决投标处理。 更正日期：2026年09月09日 三、其他补充事宜 招标文件与本公告有不符之处，以本公告为准，本公告未涉及内容仍以招标文件为准。 四、凡对本次公告内容提出询问，请按以下方式联系。 1.采购人信息 名 称：天津大学 地址：天津市南开区卫津路92号 联系方式：孔老师、李老师022-27407559（招标办） 2.采购代理机构信息 名 称：中招国际招标有限公司 地 址：中招国际招标有限公司（天津市河西区泰山路6号北门（光电生活区北门）17#楼二层A座） 联系方式：王擎、陈琛、董辉、马静、傅秋玲、张虓宇、赵玉亭 022-28224220 3.项目联系方式 项目联系人：王擎、陈琛、董辉、马静、傅秋玲、张虓宇、赵玉亭 电 话： 022-28224220,医疗卫生,,中国政府采购网,,,default,,采购文件,,,,,,,,,
中国科学院南海海洋研究所科学调查船保险服务采购项目更正公告,变更公告,OITC-G260601985,2026年09月09日 14:13,广州市,中国科学院南海海洋研究所,广州市海珠区新港西路164号,路船长 020-89023709,东方国际招标有限责任公司,北京市海淀区丹棱街1号互联网金融中心20层,迟兆洋、叶明、林杨婷、020-87001523、ytlin@oitc.com.cn、cjwang@oitc.com.cn,迟兆洋、叶明、林杨婷,020-87001523,,,https://www.ccgp.gov.cn/cggg/zygg/gzgg/202609/t20260909_27294608.htm,2026-09-10 09:45:29,一、项目基本情况 原公告的采购项目编号：OITC-G260601985 原公告的采购项目名称：中国科学院南海海洋研究所科学调查船保险服务采购项目 首次公告日期：2026年08月21日 二、更正信息 更正事项：采购公告 更正内容： 一、提交投标文件截止时间、开标时间更正为：2026年9月17日14点30分（北京时间）二、提交投标文件、开标地点更正为：广州市海珠区新港西路164号1号楼708会议室三、其余均不变  更正日期：2026年09月09日 三、其他补充事宜 中国科学院南海海洋研究所科学调查船保险服务采购项目：https://www.ccgp.gov.cn/cggg/zygg/gkzb/202608/t20260821_27179429.htm 四、凡对本次公告内容提出询问，请按以下方式联系。 1.采购人信息 名 称：中国科学院南海海洋研究所 地址：广州市海珠区新港西路164号 联系方式：路船长 020-89023709 2.采购代理机构信息 名 称：东方国际招标有限责任公司 地 址：北京市海淀区丹棱街1号互联网金融中心20层 联系方式：迟兆洋、叶明、林杨婷、020-87001523、ytlin@oitc.com.cn、cjwang@oitc.com.cn 3.项目联系方式 项目联系人：迟兆洋、叶明、林杨婷 电 话： 020-87001523,教育培训,,中国政府采购网,,,default,,采购公告,,,,,,,,,
中国国际经济技术交流中心采购货物项目实施任务更正公告,变更公告,,2026年09月09日 13:52,北京市,中国国际经济技术交流中心,北京市东城区安定门东大街28号雍和大厦C座11层,时老师010-84000767,中钰招标有限公司,北京市丰台区东旭国际中心A座北楼17层,郭玉婷、王斌、张书玲、李倩、马俊影、刘晶晶电话：010-60624505-807 传真：010-60624505-840，  电子信箱：zhaobiao04@zyzbdl.com,郭玉婷、王斌、张书玲、李倩、马,010-60624505-807,,,https://www.ccgp.gov.cn/cggg/zygg/gzgg/202609/t20260909_27294504.htm,2026-09-10 09:45:30,一、项目基本情况 原公告的采购项目编号：物资2026-007 原公告的采购项目名称：中国国际经济技术交流中心采购货物项目实施任务 首次公告日期：2026年08月20日 二、更正信息 更正事项：采购文件 更正内容： 本项目投标截止时间和开标时间延期至2026年9月28日上午9:30。 更正日期：2026年09月09日 三、其他补充事宜 无 四、凡对本次公告内容提出询问，请按以下方式联系。 1.采购人信息 名 称：中国国际经济技术交流中心 地址：北京市东城区安定门东大街28号雍和大厦C座11层 联系方式：时老师010-84000767 2.采购代理机构信息 名 称：中钰招标有限公司 地 址：北京市丰台区东旭国际中心A座北楼17层 联系方式：郭玉婷、王斌、张书玲、李倩、马俊影、刘晶晶电话：010-60624505-807 传真：010-60624505-840， 电子信箱：zhaobiao04@zyzbdl.com 3.项目联系方式 项目联系人：郭玉婷、王斌、张书玲、李倩、马俊影、刘晶晶 电 话： 010-60624505-807,其他,,中国政府采购网,,,default,,采购文件,,,,,,,,,
zycgr22011903临床CRO服务采购招标项目更正公告,变更公告,2505004079,2026年09月09日 13:47,上海市,zycgr22011903,上海市合川路2380号,杨老师 021-33885359,上海国际招标有限公司,上海市延安西路358号美丽园大厦14楼,阮相儒、徐迪、何沛霖 021-32173699、32173620,阮相儒,021-32173699、32173620,,,https://www.ccgp.gov.cn/cggg/zygg/gzgg/202609/t20260909_27294484.htm,2026-09-10 09:45:30,一、项目基本情况 原公告的采购项目编号：2505004079 原公告的采购项目名称：zycgr22011903临床CRO服务采购招标项目公开招标公告 首次公告日期：2026年08月28日 二、更正信息 更正事项：采购文件 更正内容： 本项目投标截止时间、开标时间更正为：2026年9月28日，上午9:00（北京时间）本项目开标会地点更正为：上海市延安西路358号美丽园大厦19楼1904-1会议室 更正日期：2026年09月09日 三、其他补充事宜 四、凡对本次公告内容提出询问，请按以下方式联系。 1.采购人信息 名 称：zycgr22011903 地址：上海市合川路2380号 联系方式：杨老师 021-33885359 2.采购代理机构信息 名 称：上海国际招标有限公司 地 址：上海市延安西路358号美丽园大厦14楼 联系方式：阮相儒、徐迪、何沛霖 021-32173699、32173620 3.项目联系方式 项目联系人：阮相儒，徐迪，何沛霖 电 话： 021-32173699、32173620,其他,,中国政府采购网,,,default,,采购文件,,,,,,,,,
zycgr220119032026年CMC工艺研发和生产委托服务第一批采购招标项目更正公告,变更公告,2505004067,2026年09月09日 13:46,上海市,zycgr22011903,上海市合川路2380号,韩老师 021-33885359,上海国际招标有限公司,上海市延安西路358号美丽园大厦14楼,阮相儒、徐迪、何沛霖 021-32173699、32173620,阮相儒,021-32173699、32173620,,,https://www.ccgp.gov.cn/cggg/zygg/gzgg/202609/t20260909_27294480.htm,2026-09-10 09:45:31,一、项目基本情况 原公告的采购项目编号：2505004067 原公告的采购项目名称：zycgr220119032026年CMC工艺研发和生产委托服务第一批采购招标项目公开招标公告 首次公告日期：2026年08月25日 二、更正信息 更正事项：采购文件 更正内容： 本项目投标截止时间、开标时间、投标保证金递交截止时间更正为：2026年9月21日，上午9:00（北京时间）本项目开标会地点更正为：上海市延安西路358号美丽园大厦19楼1904-1会议室 更正日期：2026年09月09日 三、其他补充事宜 四、凡对本次公告内容提出询问，请按以下方式联系。 1.采购人信息 名 称：zycgr22011903 地址：上海市合川路2380号 联系方式：韩老师 021-33885359 2.采购代理机构信息 名 称：上海国际招标有限公司 地 址：上海市延安西路358号美丽园大厦14楼 联系方式：阮相儒、徐迪、何沛霖 021-32173699、32173620 3.项目联系方式 项目联系人：阮相儒，徐迪，何沛霖 电 话： 021-32173699、32173620,其他,,中国政府采购网,,,default,,采购文件,,,,,,,,,
